internship_id,job_title,job_type,company_name,sector,description,required_skills,preferred_education,eligible_branches,cities,states,location_type,stipend,start_date,duration_months,number_of_openings,last_date_to_apply,work_mode,minimum_qualification,experience_required
SIH2026-0486,Data Analytics Intern,Internship,Nayi Disha Projects Lucknow,Data Science,"Synthetic 2-month data analytics intern opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Lucknow.","[""Python"", ""SQL"", ""MS Excel""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Lucknow,Uttar Pradesh,Hybrid,11750,2026-10-16,2,7,2026-09-15,Hybrid,Graduate,No prior experience required
SIH2026-0487,AI Research Intern,Internship,JanMitra Services Kolkata,AI/ML,"Synthetic 3-month ai research intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Kolkata.","[""Python"", ""Machine Learning"", ""Data Analysis""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Kolkata,West Bengal,On-site,12500,2026-10-19,3,8,2026-09-17,In-office,Graduate,No prior experience required
SIH2026-0488,Cybersecurity Intern,Internship,Aarambh Enterprises Jamshedpur,Cybersecurity,"Synthetic 3-month cybersecurity intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jamshedpur.","[""Cybersecurity"", ""Networking"", ""Linux""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Jamshedpur,Jharkhand,On-site,13250,2026-10-22,3,9,2026-09-19,In-office,Graduate,No prior experience required
SIH2026-0489,Electronics Design Intern,Internship,Vikas Solutions Guwahati,Electronics,"Synthetic 4-month electronics design intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Guwahati.","[""Embedded C"", ""Microcontrollers"", ""PCB Design"", ""Arduino""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Guwahati,Assam,On-site,14000,2026-10-25,4,10,2026-09-21,In-office,Diploma,0-1 years preferred
SIH2026-0490,Quality Assurance Intern,Internship,BharatSetu Technologies Shimla,Manufacturing,"Synthetic 6-month quality assurance intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Shimla.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Shimla,Himachal Pradesh,On-site,14750,2026-10-28,6,11,2026-09-23,In-office,Diploma,No prior experience required
SIH2026-0491,Automobile Service Intern,Internship,Pragati Networks Mysuru,Automobile,"Synthetic 2-month automobile service intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Mysuru.","[""Automobile Engineering"", ""Diagnostics"", ""Testing""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Mysuru,Karnataka,Hybrid,15500,2026-10-31,2,12,2026-09-25,Hybrid,Diploma,No prior experience required
SIH2026-0492,Finance Operations Intern,Internship,Navbharat Industries Coimbatore,Finance,"Synthetic 3-month finance operations intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Coimbatore.","[""MS Excel"", ""Financial Analysis"", ""Accounting""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Coimbatore,Tamil Nadu,On-site,14250,2026-11-03,3,13,2026-09-27,In-office,Graduate,No prior experience required
SIH2026-0493,Credit Operations Intern,Internship,Sampurna Initiatives Udaipur,Banking,"Synthetic 3-month credit operations intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Udaipur.","[""MS Excel"", ""Customer Service"", ""KYC"", ""Communication""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Udaipur,Rajasthan,On-site,15000,2026-11-06,3,14,2026-09-29,In-office,Graduate,No prior experience required
SIH2026-0494,Healthcare Operations Intern,Internship,Udaan Projects Cuttack,Healthcare,"Synthetic 4-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Cuttack.","[""Communication"", ""MS Excel"", ""Documentation""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Cuttack,Odisha,Remote,15750,2026-11-09,4,15,2026-10-01,Remote,Graduate,No prior experience required
SIH2026-0495,Agriculture Extension Intern,Internship,Saksham Services Raipur,Agriculture,"Synthetic 6-month agriculture extension intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Raipur.","[""Agriculture"", ""Field Survey"", ""MS Excel""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Raipur,Chhattisgarh,On-site,16500,2026-11-12,6,16,2026-10-03,In-office,Diploma,No prior experience required
SIH2026-0496,Energy Audit Intern,Internship,Nayi Disha Enterprises Imphal,Renewable Energy,"Synthetic 2-month energy audit intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Imphal.","[""Solar Energy"", ""MS Excel"", ""AutoCAD""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Imphal,Manipur,Hybrid,19250,2026-11-15,2,17,2026-10-05,Hybrid,Diploma,No prior experience required
SIH2026-0497,Education Programme Intern,Internship,JanMitra Solutions Vijayawada,Education,"Synthetic 3-month education programme intern opportunity supporting education projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Vijayawada.","[""Communication"", ""Content Writing"", ""MS Excel"", ""Teaching""]",BA / B.Sc. / B.Ed. / BBA,"[""Education"", ""Arts"", ""Science"", ""Social Work"", ""Business Administration""]",Vijayawada,Andhra Pradesh,On-site,18000,2026-11-18,3,18,2026-10-07,In-office,Graduate,0-1 years preferred
SIH2026-0498,Public Administration Intern,Internship,Aarambh Technologies Pune,Government,"Synthetic 3-month public administration intern opportunity supporting government projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Pune.","[""MS Excel"", ""Communication"", ""Documentation""]",Graduate / Postgraduate,"[""Public Administration"", ""Political Science"", ""Economics"", ""Social Work"", ""Law""]",Pune,Maharashtra,On-site,18750,2026-11-21,3,19,2026-10-09,In-office,Graduate,No prior experience required
SIH2026-0499,Digital Services Intern,Internship,Vikas Networks Noida,E-Governance,"Synthetic 4-month digital services intern opportunity supporting e-governance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Noida.","[""MS Excel"", ""Data Entry"", ""Documentation""]",Diploma / Graduate,"[""Computer Science"", ""Information Technology"", ""Public Administration"", ""Business Administration""]",Noida,Uttar Pradesh,On-site,19500,2026-11-24,4,20,2026-10-11,In-office,Diploma,No prior experience required
SIH2026-0500,Tourism Operations Intern,Internship,BharatSetu Industries Gandhinagar,Tourism,"Synthetic 6-month tourism operations intern opportunity supporting tourism projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gandhinagar.","[""Customer Service"", ""Communication"", ""MS Excel""]",Diploma / Graduate,"[""Tourism"", ""Hospitality"", ""Business Administration"", ""Arts""]",Gandhinagar,Gujarat,On-site,20250,2026-11-27,6,21,2026-10-13,In-office,Diploma,No prior experience required
SIH2026-0501,Logistics Coordinator Intern,Internship,Pragati Initiatives Ranchi,Logistics,"Synthetic 2-month logistics coordinator intern opportunity supporting logistics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ranchi.","[""MS Excel"", ""Inventory Management"", ""Communication"", ""Data Analysis""]",Diploma / BBA / B.Tech,"[""Logistics"", ""Supply Chain Management"", ""Business Administration"", ""Industrial Engineering""]",Ranchi,Jharkhand,Hybrid,21000,2026-11-30,2,22,2026-11-09,Hybrid,Diploma,No prior experience required
SIH2026-0502,Social Media Intern,Internship,Navbharat Projects Thiruvananthapuram,Marketing,"Synthetic 3-month social media intern opportunity supporting marketing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Thiruvananthapuram.","[""Digital Marketing"", ""Content Writing"", ""Communication""]",Graduate / Diploma,"[""Marketing"", ""Business Administration"", ""Commerce"", ""Arts"", ""Mass Communication""]",Thiruvananthapuram,Kerala,On-site,21750,2026-12-03,3,23,2026-11-11,In-office,Diploma,No prior experience required
SIH2026-0503,Human Resources Intern,Internship,Sampurna Services Dehradun,HR,"Synthetic 3-month human resources intern opportunity supporting hr projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Dehradun.","[""Communication"", ""MS Excel"", ""Recruitment""]",BBA / BA / MBA,"[""Human Resources"", ""Business Administration"", ""Psychology"", ""Arts"", ""Commerce""]",Dehradun,Uttarakhand,On-site,22500,2026-12-06,3,24,2026-11-13,In-office,Graduate,No prior experience required
SIH2026-0504,Rural Development Intern,Internship,Udaan Enterprises Bengaluru,Rural Development,"Synthetic 4-month rural development intern opportunity supporting rural development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bengaluru.","[""Field Survey"", ""Communication"", ""Data Collection""]",Diploma / Graduate,"[""Rural Development"", ""Social Work"", ""Agriculture"", ""Economics"", ""Public Administration""]",Bengaluru,Karnataka,On-site,23250,2026-12-09,4,25,2026-11-15,In-office,Diploma,No prior experience required
SIH2026-0505,Site Coordination Intern,Internship,Saksham Solutions Chennai,Infrastructure,"Synthetic 6-month site coordination intern opportunity supporting infrastructure projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Chennai.","[""AutoCAD"", ""MS Excel"", ""Documentation"", ""Site Survey""]",Diploma / B.Tech,"[""Civil Engineering"", ""Architecture"", ""Urban Planning"", ""Mechanical Engineering""]",Chennai,Tamil Nadu,On-site,8000,2026-12-12,6,2,2026-11-17,In-office,Diploma,0-1 years preferred
SIH2026-0506,Telecom Network Intern,Internship,Nayi Disha Technologies Jaipur,Telecommunications,"Synthetic 2-month telecom network intern opportunity supporting telecommunications projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jaipur.","[""Networking"", ""Telecommunications"", ""Fiber Optics""]",Diploma / B.Tech,"[""Electronics"", ""Telecommunications"", ""Electrical Engineering"", ""Information Technology""]",Jaipur,Rajasthan,Hybrid,8750,2026-12-15,2,3,2026-11-19,Hybrid,Diploma,No prior experience required
SIH2026-0507,IT Support Intern,Internship,JanMitra Networks Cuttack,IT,"Synthetic 3-month it support intern opportunity supporting it projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Cuttack.","[""Linux"", ""Networking"", ""Troubleshooting""]",BCA / B.Sc. IT / B.Tech,"[""Computer Science"", ""Information Technology"", ""Electronics""]",Cuttack,Odisha,On-site,9500,2026-12-18,3,4,2026-11-21,In-office,Graduate,No prior experience required
SIH2026-0508,Frontend Development,Internship,Aarambh Industries Raipur,Software Development,"Synthetic 3-month frontend development opportunity supporting software development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Raipur.","[""Python"", ""JavaScript"", ""React""]",B.Tech / BCA / MCA,"[""Computer Science"", ""Information Technology"", ""Software Engineering""]",Raipur,Chhattisgarh,On-site,10250,2026-12-21,3,5,2026-11-23,In-office,Graduate,No prior experience required
SIH2026-0509,Data Analytics Intern,Internship,Vikas Initiatives Imphal,Data Science,"Synthetic 4-month data analytics intern opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Imphal.","[""Python"", ""SQL"", ""MS Excel"", ""Data Analysis""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Imphal,Manipur,On-site,11000,2026-12-24,4,6,2026-11-25,In-office,Graduate,No prior experience required
SIH2026-0510,Machine Learning Intern,Internship,BharatSetu Projects Vijayawada,AI/ML,"Synthetic 6-month machine learning intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Vijayawada.","[""Python"", ""Machine Learning"", ""Data Analysis""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Vijayawada,Andhra Pradesh,On-site,11750,2026-12-27,6,7,2026-11-27,In-office,Graduate,No prior experience required
SIH2026-0511,Information Security Intern,Internship,Pragati Services Pune,Cybersecurity,"Synthetic 2-month information security intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Pune.","[""Cybersecurity"", ""Networking"", ""Linux""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Pune,Maharashtra,Remote,12500,2026-12-30,2,8,2026-11-29,Remote,Graduate,No prior experience required
SIH2026-0512,Electronics Design Intern,Internship,Navbharat Enterprises Noida,Electronics,"Synthetic 3-month electronics design intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Noida.","[""Embedded C"", ""Microcontrollers"", ""PCB Design""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Noida,Uttar Pradesh,On-site,13250,2027-01-02,3,9,2026-12-01,In-office,Diploma,No prior experience required
SIH2026-0513,Manufacturing Operations Intern,Internship,Sampurna Solutions Gandhinagar,Manufacturing,"Synthetic 3-month manufacturing operations intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gandhinagar.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing"", ""Documentation""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Gandhinagar,Gujarat,On-site,14000,2027-01-05,3,10,2026-12-03,In-office,Diploma,0-1 years preferred
SIH2026-0514,Automotive Testing Intern,Internship,Udaan Technologies Ranchi,Automobile,"Synthetic 4-month automotive testing intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ranchi.","[""Automobile Engineering"", ""Diagnostics"", ""Testing""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Ranchi,Jharkhand,On-site,14750,2027-01-08,4,11,2026-12-05,In-office,Diploma,No prior experience required
SIH2026-0515,Finance Operations Intern,Internship,Saksham Networks Thiruvananthapuram,Finance,"Synthetic 6-month finance operations intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Thiruvananthapuram.","[""MS Excel"", ""Financial Analysis"", ""Accounting""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Thiruvananthapuram,Kerala,On-site,13500,2027-01-11,6,12,2026-12-07,In-office,Graduate,No prior experience required
SIH2026-0516,Banking Services Intern,Internship,Nayi Disha Industries Dehradun,Banking,"Synthetic 2-month banking services intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Dehradun.","[""MS Excel"", ""Customer Service"", ""KYC""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Dehradun,Uttarakhand,Hybrid,14250,2027-01-14,2,13,2026-12-09,Hybrid,Graduate,No prior experience required
SIH2026-0517,Public Health Intern,Internship,JanMitra Initiatives Bengaluru,Healthcare,"Synthetic 3-month public health intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bengaluru.","[""Communication"", ""MS Excel"", ""Documentation"", ""Data Entry""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Bengaluru,Karnataka,On-site,15000,2027-01-17,3,14,2026-12-11,In-office,Graduate,No prior experience required
SIH2026-0518,Agriculture Extension Intern,Internship,Aarambh Projects Chennai,Agriculture,"Synthetic 3-month agriculture extension intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Chennai.","[""Agriculture"", ""Field Survey"", ""MS Excel""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Chennai,Tamil Nadu,On-site,15750,2027-01-20,3,15,2026-12-13,In-office,Diploma,No prior experience required
SIH2026-0519,Renewable Energy Intern,Internship,Vikas Services Jaipur,Renewable Energy,"Synthetic 4-month renewable energy intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jaipur.","[""Solar Energy"", ""MS Excel"", ""AutoCAD""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Jaipur,Rajasthan,On-site,18500,2027-01-23,4,16,2026-12-15,In-office,Diploma,No prior experience required
SIH2026-0520,Student Outreach Intern,Internship,BharatSetu Enterprises Bhubaneswar,Education,"Synthetic 6-month student outreach intern opportunity supporting education projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bhubaneswar.","[""Communication"", ""Content Writing"", ""MS Excel""]",BA / B.Sc. / B.Ed. / BBA,"[""Education"", ""Arts"", ""Science"", ""Social Work"", ""Business Administration""]",Bhubaneswar,Odisha,On-site,17250,2027-01-26,6,17,2026-12-17,In-office,Graduate,No prior experience required
SIH2026-0521,Public Administration Intern,Internship,Pragati Solutions Indore,Government,"Synthetic 2-month public administration intern opportunity supporting government projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Indore.","[""MS Excel"", ""Communication"", ""Documentation"", ""Research""]",Graduate / Postgraduate,"[""Public Administration"", ""Political Science"", ""Economics"", ""Social Work"", ""Law""]",Indore,Madhya Pradesh,Hybrid,18000,2027-01-29,2,18,2026-12-19,Hybrid,Graduate,0-1 years preferred
SIH2026-0522,E-Governance Support Intern,Internship,Navbharat Technologies Agartala,E-Governance,"Synthetic 3-month e-governance support intern opportunity supporting e-governance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Agartala.","[""MS Excel"", ""Data Entry"", ""Documentation""]",Diploma / Graduate,"[""Computer Science"", ""Information Technology"", ""Public Administration"", ""Business Administration""]",Agartala,Tripura,On-site,18750,2027-02-01,3,19,2026-12-21,In-office,Diploma,No prior experience required
SIH2026-0523,Travel Desk Intern,Internship,Sampurna Networks Visakhapatnam,Tourism,"Synthetic 3-month travel desk intern opportunity supporting tourism projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Visakhapatnam.","[""Customer Service"", ""Communication"", ""MS Excel""]",Diploma / Graduate,"[""Tourism"", ""Hospitality"", ""Business Administration"", ""Arts""]",Visakhapatnam,Andhra Pradesh,On-site,19500,2027-02-04,3,20,2026-12-23,In-office,Diploma,No prior experience required
SIH2026-0524,Logistics Coordinator Intern,Internship,Udaan Industries Warangal,Logistics,"Synthetic 4-month logistics coordinator intern opportunity supporting logistics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Warangal.","[""MS Excel"", ""Inventory Management"", ""Communication""]",Diploma / BBA / B.Tech,"[""Logistics"", ""Supply Chain Management"", ""Business Administration"", ""Industrial Engineering""]",Warangal,Telangana,On-site,20250,2027-02-07,4,21,2026-12-25,In-office,Diploma,No prior experience required
SIH2026-0525,Digital Marketing Intern,Internship,Saksham Initiatives New Delhi,Marketing,"Synthetic 6-month digital marketing intern opportunity supporting marketing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in New Delhi.","[""Digital Marketing"", ""Content Writing"", ""Communication"", ""MS Excel""]",Graduate / Diploma,"[""Marketing"", ""Business Administration"", ""Commerce"", ""Arts"", ""Mass Communication""]",New Delhi,Delhi,On-site,21000,2027-02-10,6,22,2026-12-27,In-office,Diploma,No prior experience required
SIH2026-0526,HR Operations Intern,Internship,Nayi Disha Projects Surat,HR,"Synthetic 2-month hr operations intern opportunity supporting hr projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Surat.","[""Communication"", ""MS Excel"", ""Recruitment""]",BBA / BA / MBA,"[""Human Resources"", ""Business Administration"", ""Psychology"", ""Arts"", ""Commerce""]",Surat,Gujarat,Hybrid,21750,2027-02-13,2,23,2027-01-23,Hybrid,Graduate,No prior experience required
SIH2026-0527,Rural Development Intern,Internship,JanMitra Services Gaya,Rural Development,"Synthetic 3-month rural development intern opportunity supporting rural development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gaya.","[""Field Survey"", ""Communication"", ""Data Collection""]",Diploma / Graduate,"[""Rural Development"", ""Social Work"", ""Agriculture"", ""Economics"", ""Public Administration""]",Gaya,Bihar,On-site,22500,2027-02-16,3,24,2027-01-25,In-office,Diploma,No prior experience required
SIH2026-0528,Infrastructure Planning Intern,Internship,Aarambh Enterprises Kochi,Infrastructure,"Synthetic 3-month infrastructure planning intern opportunity supporting infrastructure projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Kochi.","[""AutoCAD"", ""MS Excel"", ""Documentation""]",Diploma / B.Tech,"[""Civil Engineering"", ""Architecture"", ""Urban Planning"", ""Mechanical Engineering""]",Kochi,Kerala,Remote,25250,2027-02-19,3,25,2027-01-27,Remote,Diploma,No prior experience required
SIH2026-0529,Field Network Intern,Internship,Vikas Solutions Jammu,Telecommunications,"Synthetic 4-month field network intern opportunity supporting telecommunications projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jammu.","[""Networking"", ""Telecommunications"", ""Fiber Optics"", ""Troubleshooting""]",Diploma / B.Tech,"[""Electronics"", ""Telecommunications"", ""Electrical Engineering"", ""Information Technology""]",Jammu,Jammu and Kashmir,On-site,8000,2027-02-22,4,2,2027-01-29,In-office,Diploma,0-1 years preferred
SIH2026-0530,IT Support Intern,Internship,BharatSetu Technologies Bengaluru,IT,"Synthetic 6-month it support intern opportunity supporting it projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bengaluru.","[""Linux"", ""Networking"", ""Troubleshooting""]",BCA / B.Sc. IT / B.Tech,"[""Computer Science"", ""Information Technology"", ""Electronics""]",Bengaluru,Karnataka,On-site,8750,2027-02-25,6,3,2027-01-31,In-office,Graduate,No prior experience required
SIH2026-0531,Software Development Intern,Internship,Pragati Networks Chennai,Software Development,"Synthetic 2-month software development intern opportunity supporting software development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Chennai.","[""Python"", ""JavaScript"", ""React""]",B.Tech / BCA / MCA,"[""Computer Science"", ""Information Technology"", ""Software Engineering""]",Chennai,Tamil Nadu,Hybrid,9500,2027-02-28,2,4,2027-02-02,Hybrid,Graduate,No prior experience required
SIH2026-0532,Business Intelligence Intern,Internship,Navbharat Industries Jaipur,Data Science,"Synthetic 3-month business intelligence intern opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jaipur.","[""Python"", ""SQL"", ""MS Excel""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Jaipur,Rajasthan,On-site,10250,2027-03-03,3,5,2027-02-04,In-office,Graduate,No prior experience required
SIH2026-0533,Machine Learning Intern,Internship,Sampurna Initiatives Bhubaneswar,AI/ML,"Synthetic 3-month machine learning intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bhubaneswar.","[""Python"", ""Machine Learning"", ""Data Analysis"", ""Pandas""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Bhubaneswar,Odisha,On-site,11000,2027-03-06,3,6,2027-02-06,In-office,Graduate,No prior experience required
SIH2026-0534,Cybersecurity Intern,Internship,Udaan Projects Indore,Cybersecurity,"Synthetic 4-month cybersecurity intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Indore.","[""Cybersecurity"", ""Networking"", ""Linux""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Indore,Madhya Pradesh,On-site,11750,2027-03-09,4,7,2027-02-08,In-office,Graduate,No prior experience required
SIH2026-0535,Embedded Systems Intern,Internship,Saksham Services Agartala,Electronics,"Synthetic 6-month embedded systems intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Agartala.","[""Embedded C"", ""Microcontrollers"", ""PCB Design""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Agartala,Tripura,On-site,12500,2027-03-12,6,8,2027-02-10,In-office,Diploma,No prior experience required
SIH2026-0536,Manufacturing Operations Intern,Internship,Nayi Disha Enterprises Visakhapatnam,Manufacturing,"Synthetic 2-month manufacturing operations intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Visakhapatnam.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Visakhapatnam,Andhra Pradesh,Hybrid,13250,2027-03-15,2,9,2027-02-12,Hybrid,Diploma,No prior experience required
SIH2026-0537,Automobile Service Intern,Internship,JanMitra Solutions Warangal,Automobile,"Synthetic 3-month automobile service intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Warangal.","[""Automobile Engineering"", ""Diagnostics"", ""Testing"", ""MS Excel""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Warangal,Telangana,On-site,14000,2027-03-18,3,10,2027-02-14,In-office,Diploma,0-1 years preferred
SIH2026-0538,Accounts Intern,Internship,Aarambh Technologies New Delhi,Finance,"Synthetic 3-month accounts intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in New Delhi.","[""MS Excel"", ""Financial Analysis"", ""Accounting""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",New Delhi,Delhi,On-site,12750,2027-03-21,3,11,2027-02-16,In-office,Graduate,No prior experience required
SIH2026-0539,Banking Services Intern,Internship,Vikas Networks Surat,Banking,"Synthetic 4-month banking services intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Surat.","[""MS Excel"", ""Customer Service"", ""KYC""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Surat,Gujarat,On-site,13500,2027-03-24,4,12,2027-02-18,In-office,Graduate,No prior experience required
SIH2026-0540,Healthcare Operations Intern,Internship,BharatSetu Industries Gaya,Healthcare,"Synthetic 6-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gaya.","[""Communication"", ""MS Excel"", ""Documentation""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Gaya,Bihar,On-site,14250,2027-03-27,6,13,2027-02-20,In-office,Graduate,No prior experience required
SIH2026-0541,Agri Supply Chain Intern,Internship,Pragati Initiatives Kochi,Agriculture,"Synthetic 2-month agri supply chain intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Kochi.","[""Agriculture"", ""Field Survey"", ""MS Excel"", ""Communication""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Kochi,Kerala,Hybrid,15000,2027-03-30,2,14,2027-02-22,Hybrid,Diploma,No prior experience required
SIH2026-0542,Renewable Energy Intern,Internship,Navbharat Projects Jammu,Renewable Energy,"Synthetic 3-month renewable energy intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jammu.","[""Solar Energy"", ""MS Excel"", ""AutoCAD""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Jammu,Jammu and Kashmir,On-site,17750,2027-04-02,3,15,2027-02-24,In-office,Diploma,No prior experience required
