candidate_id,education_level,degree,branch,graduation_year,cgpa,skills,interests,preferred_sectors,preferred_states,preferred_cities,preferred_location_type,preferred_duration,experience_level,languages,disability_preference,rural_or_urban
CAND2026-00985,Diploma,Diploma,Civil Engineering,2025,8.7,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Karnataka"", ""Jammu and Kashmir""]","[""Bengaluru"", ""Srinagar""]",Hybrid,6,Academic project experience,"[""Hindi"", ""English"", ""Kannada""]",Accessible workplace preferred,Urban
CAND2026-00986,Diploma,Diploma,Electrical Engineering,2026,6.0,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Uttar Pradesh""]","[""Noida""]",On-site,2,No prior experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00987,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Bihar""]","[""Patna""]",Hybrid,3,No prior experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00988,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection"", ""Documentation"", ""MS Excel""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Tripura""]","[""Agartala""]",Remote,3,Academic project experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Urban
CAND2026-00989,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel"", ""Data Entry"", ""Teamwork""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Telangana"", ""Himachal Pradesh""]","[""Hyderabad"", ""Shimla""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00990,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Uttar Pradesh""]","[""Varanasi""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00991,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Jharkhand""]","[""Jamshedpur""]",On-site,2,0-1 internship experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00992,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Uttarakhand""]","[""Dehradun""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00993,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Maharashtra"", ""Andhra Pradesh""]","[""Nagpur"", ""Visakhapatnam""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00994,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Gujarat""]","[""Ahmedabad""]",On-site,4,Academic project experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00995,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Madhya Pradesh""]","[""Indore""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00996,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Chandigarh""]","[""Chandigarh""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Rural
CAND2026-00997,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Tamil Nadu"", ""Goa""]","[""Chennai"", ""Panaji""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Tamil""]",Accessible workplace preferred,Rural
CAND2026-00998,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis"", ""Communication"", ""Documentation""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""West Bengal""]","[""Kolkata""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00999,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing"", ""Project Management"", ""Documentation""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Kerala""]","[""Kochi""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Urban
CAND2026-01000,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Andhra Pradesh""]","[""Vijayawada""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-01001,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Tamil Nadu"", ""Karnataka""]","[""Madurai"", ""Mysuru""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Rural
CAND2026-01002,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Odisha""]","[""Bhubaneswar""]",Hybrid,3,0-1 internship experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Rural
CAND2026-01003,Diploma,Diploma,Civil Engineering,2027,5.7,"[""AutoCAD"", ""Site Survey""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Assam""]","[""Guwahati""]",Remote,3,Academic project experience,"[""Hindi"", ""English"", ""Assamese""]",No preference,Urban
CAND2026-01004,Diploma,Diploma,Electrical Engineering,2028,6.8,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Karnataka""]","[""Bengaluru""]",On-site,4,No prior experience,"[""Hindi"", ""English"", ""Kannada""]",No preference,Urban
CAND2026-01005,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Uttar Pradesh"", ""Telangana""]","[""Noida"", ""Warangal""]",Hybrid,6,No prior experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-01006,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Bihar""]","[""Patna""]",On-site,2,Academic project experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-01007,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Tripura""]","[""Agartala""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-01008,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Telangana""]","[""Hyderabad""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-01009,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git"", ""React"", ""Machine Learning""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Rajasthan"", ""Maharashtra""]","[""Jaipur"", ""Nagpur""]",On-site,4,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Urban
CAND2026-01010,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL"", ""Networking"", ""Git""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Jharkhand""]","[""Jamshedpur""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01011,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Uttarakhand""]","[""Dehradun""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-01012,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Maharashtra""]","[""Nagpur""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-01013,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Gujarat"", ""Tamil Nadu""]","[""Ahmedabad"", ""Chennai""]",Remote,3,0-1 internship experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-01014,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Madhya Pradesh""]","[""Indore""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01015,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Chandigarh""]","[""Chandigarh""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Urban
CAND2026-01016,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Tamil Nadu""]","[""Chennai""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Rural
CAND2026-01017,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""West Bengal"", ""Tamil Nadu""]","[""Kolkata"", ""Madurai""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-01018,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Kerala""]","[""Kochi""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Urban
CAND2026-01019,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI"", ""Pandas"", ""MS Excel""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Andhra Pradesh""]","[""Vijayawada""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-01020,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React"", ""MS Excel"", ""Git""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Tamil Nadu""]","[""Madurai""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-01021,Diploma,Diploma,Civil Engineering,2025,6.5,"[""AutoCAD"", ""Site Survey""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Odisha"", ""Uttar Pradesh""]","[""Bhubaneswar"", ""Noida""]",On-site,2,Academic project experience,"[""Hindi"", ""English"", ""Odia""]",Accessible workplace preferred,Rural
CAND2026-01022,Diploma,Diploma,Electrical Engineering,2026,7.6,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Assam""]","[""Guwahati""]",Hybrid,3,No prior experience,"[""Hindi"", ""English"", ""Assamese""]",No preference,Rural
CAND2026-01023,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Karnataka""]","[""Bengaluru""]",Remote,3,No prior experience,"[""Hindi"", ""English"", ""Kannada""]",No preference,Urban
CAND2026-01024,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Uttar Pradesh""]","[""Noida""]",On-site,4,0-1 internship experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-01025,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Bihar"", ""Uttar Pradesh""]","[""Patna"", ""Varanasi""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01026,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Tripura""]","[""Agartala""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-01027,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Telangana""]","[""Warangal""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-01028,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL"", ""Networking"", ""Git""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Rajasthan""]","[""Jaipur""]",Remote,3,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01029,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn"", ""Data Analysis"", ""SQL""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Jharkhand"", ""Rajasthan""]","[""Jamshedpur"", ""Udaipur""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01030,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control"", ""MS Excel"", ""Testing""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Uttarakhand""]","[""Dehradun""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01031,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Maharashtra""]","[""Nagpur""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-01032,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Gujarat""]","[""Ahmedabad""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Rural
CAND2026-01033,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Madhya Pradesh"", ""Gujarat""]","[""Indore"", ""Surat""]",Remote,3,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Urban
CAND2026-01034,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Chandigarh""]","[""Chandigarh""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Urban
CAND2026-01035,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Tamil Nadu""]","[""Chennai""]",Hybrid,6,0-1 internship experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-01036,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""West Bengal""]","[""Kolkata""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-01037,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Kerala"", ""West Bengal""]","[""Kochi"", ""Siliguri""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Rural
CAND2026-01038,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React"", ""MS Excel"", ""Git""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Andhra Pradesh""]","[""Vijayawada""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-01039,Diploma,Diploma,Civil Engineering,2027,7.3,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation"", ""Project Management"", ""Testing""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Tamil Nadu""]","[""Madurai""]",On-site,4,Academic project experience,"[""Hindi"", ""English"", ""Tamil""]",No preference,Urban
CAND2026-01040,Diploma,Diploma,Electrical Engineering,2028,8.4,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting"", ""MS Excel"", ""AutoCAD""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Odisha""]","[""Bhubaneswar""]",Hybrid,6,No prior experience,"[""Hindi"", ""English"", ""Odia""]",No preference,Urban
CAND2026-01041,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Assam"", ""Odisha""]","[""Guwahati"", ""Cuttack""]",On-site,2,No prior experience,"[""Hindi"", ""English"", ""Assamese""]",No preference,Rural
CAND2026-01042,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Karnataka""]","[""Bengaluru""]",Hybrid,3,Academic project experience,"[""Hindi"", ""English"", ""Kannada""]",No preference,Rural
CAND2026-01043,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Uttar Pradesh""]","[""Noida""]",Remote,3,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01044,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Bihar""]","[""Patna""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01045,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Manipur"", ""Bihar""]","[""Imphal"", ""Gaya""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Manipuri""]",Accessible workplace preferred,Urban
CAND2026-01046,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Telangana""]","[""Warangal""]",On-site,2,0-1 internship experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-01047,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Rajasthan""]","[""Jaipur""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-01048,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control"", ""MS Excel"", ""Testing""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Jharkhand""]","[""Jamshedpur""]",Remote,3,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01049,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing"", ""Electrical Safety""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Uttarakhand"", ""Jharkhand""]","[""Dehradun"", ""Jamshedpur""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-01050,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design"", ""Troubleshooting"", ""Arduino""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Maharashtra""]","[""Nagpur""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-01051,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Gujarat""]","[""Ahmedabad""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Rural
CAND2026-01052,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Madhya Pradesh""]","[""Indore""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-01053,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Chandigarh"", ""Madhya Pradesh""]","[""Chandigarh"", ""Indore""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Urban
CAND2026-01054,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Tamil Nadu""]","[""Chennai""]",On-site,4,Academic project experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-01055,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""West Bengal""]","[""Kolkata""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-01056,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Kerala""]","[""Kochi""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Rural
